"","ID","GPA_1","GPA_2","GPA_3","GPA_4","GPA_5","GPA_6","Degrees_1","Degrees_2","Degrees_3","Degrees_4","Degrees_5","Degrees_6","avg_degrees","Homophily_1","Homophily_2","Homophily_3","Homophily_4","Homophily_5","Homophily_6","GPA_Diff1","GPA_Diff2","GPA_Diff3","GPA_Diff4","GPA_Diff5","GPA_Diff6"
"208","X208",4.125,4.125,4.25,4.25,4.25,4.25,14,30,21,15,37,39,26,"0.671366828468124","0.5475478732215","0.674735297852597","0.684109605531857","0.730817380077003","0.665566039397731","-0.511479591836735","-0.279761904761905","-0.517290249433107","-0.582142857142857","-0.532818532818533","-0.506410256410256"
"209","X209",4.125,4,4.125,4.125,4,4,2,1,0,0,0,1,0.666666666666667,"0.883883476483184","0.375","NaN","NaN","NaN","0.875","-0.875","-0.375","NaN","NaN","NaN","-0.875"
"210","X210",4.16666666666667,4,4.16666666666667,4.16666666666667,4.33333333333333,4.33333333333333,1,4,5,11,15,7,7.16666666666667,"0.5","0.5","0.5","0.552770798392566","0.455420034042649","0.458603816291863","0.5","0.25","0.433333333333333","0.439393939393939","0.244444444444445","0.214285714285715"
"211","X211",4.42857142857143,4.625,4.42857142857143,4.42857142857143,4.28571428571429,4.28571428571429,19,17,18,22,18,31,20.8333333333333,"0.712444106722405","0.949594356436848","0.533728314742787","0.695253985986338","0.610466574142785","0.613412069716427","-0.526629072681704","-0.891806722689076","-0.452050264550265","-0.47267316017316","-0.482804232804233","-0.448732718894009"
"212","X212",4.57142857142857,4.42857142857143,4.57142857142857,4.57142857142857,4.71428571428571,4.71428571428571,20,12,15,13,18,8,14.3333333333333,"0.556641512324252","0.523775702371309","1.00897334498209","0.867610081054417","0.694569149800706","0.633173594696121","-0.354761904761905","-0.181547619047619","-0.747619047619047","-0.505494505494505","-0.56547619047619","-0.571428571428571"
"213","X213",4.42857142857143,4.28571428571429,4.28571428571429,4.28571428571429,4.14285714285714,4.14285714285714,4,0,5,2,7,1,3.16666666666667,"1.20585307258101","NaN","0.560611910581388","0.606091526731326","0.67655446752044","0.285714285714286","-1.17857142857143","NaN","-0.371428571428571","-0.428571428571429","-0.224489795918368","0.285714285714286"
"214","X214",3.42857142857143,3.5,3.5,3.5,3.57142857142857,3.57142857142857,15,16,15,17,23,18,17.3333333333333,"0.607142857142857","0.678688899606425","0.465979308336143","0.732682101977629","0.519420962848019","0.475352685631376","0.414285714285715","0.372767857142857","0.0924603174603174","0.349439775910364","0.24223602484472","0.215277777777778"
"215","X215",4.625,4.625,4.42857142857143,4.42857142857143,4.42857142857143,4.42857142857143,23,26,33,21,31,13,24.5,"0.969832346664563","0.999495664729474","0.814601494216139","0.673416239399438","0.829974578637798","0.872487421922444","-0.787784679089027","-0.83974358974359","-0.599386724386725","-0.460034013605442","-0.607142857142857","-0.557692307692308"
"216","X216",3.5,3.625,3.75,3.75,3.625,3.625,2,0,0,3,3,2,1.66666666666667,"0.75","NaN","NaN","0.549621081594705","0.680838943265341","0.796296433625118","0.75","NaN","NaN","0.416666666666667","0.625","0.758928571428572"
"217","X217",3.125,3,3,3,3.125,3.125,0,0,3,2,1,3,1.5,"NaN","NaN","1.17260393995586","1.13192314226718","0","0.525396675538271","NaN","NaN","1.16666666666667","1.125","0","0.375"
